pos_txn_id,sku_id,txn_date,sales_qty,store_id,region,source_x,inventory_id,inventory_qty,warehouse,last_updated,source_y,finance_id,posting_date,revenue,cost,margin,source,record_insert_ts
269,SKU-pt581,2025-12-24,3,STORE-48,Arizona,pos_system,139.0,280.0,Port Valerieville,2026-01-12,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
269,SKU-pt581,2025-12-24,3,STORE-48,Arizona,pos_system,145.0,95.0,Leachhaven,2026-01-18,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
269,SKU-pt581,2025-12-24,3,STORE-48,Arizona,pos_system,165.0,443.0,Ronaldport,2026-01-14,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
295,SKU-pt581,2026-01-11,3,STORE-24,Tennessee,pos_system,23.0,196.0,South Shannon,2026-01-15,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
295,SKU-pt581,2026-01-11,3,STORE-24,Tennessee,pos_system,48.0,423.0,Watsonhaven,2026-01-12,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
295,SKU-pt581,2026-01-11,3,STORE-24,Tennessee,pos_system,139.0,280.0,Port Valerieville,2026-01-12,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
295,SKU-pt581,2026-01-11,3,STORE-24,Tennessee,pos_system,145.0,95.0,Leachhaven,2026-01-18,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
295,SKU-pt581,2026-01-11,3,STORE-24,Tennessee,pos_system,165.0,443.0,Ronaldport,2026-01-14,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
307,SKU-pt581,2026-01-07,6,STORE-41,Alabama,pos_system,23.0,196.0,South Shannon,2026-01-15,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
307,SKU-pt581,2026-01-07,6,STORE-41,Alabama,pos_system,48.0,423.0,Watsonhaven,2026-01-12,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
307,SKU-pt581,2026-01-07,6,STORE-41,Alabama,pos_system,139.0,280.0,Port Valerieville,2026-01-12,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
307,SKU-pt581,2026-01-07,6,STORE-41,Alabama,pos_system,145.0,95.0,Leachhaven,2026-01-18,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
307,SKU-pt581,2026-01-07,6,STORE-41,Alabama,pos_system,165.0,443.0,Ronaldport,2026-01-14,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
320,SKU-pt581,2025-12-30,9,STORE-41,North Dakota,pos_system,23.0,196.0,South Shannon,2026-01-15,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
320,SKU-pt581,2025-12-30,9,STORE-41,North Dakota,pos_system,48.0,423.0,Watsonhaven,2026-01-12,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
320,SKU-pt581,2025-12-30,9,STORE-41,North Dakota,pos_system,139.0,280.0,Port Valerieville,2026-01-12,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
320,SKU-pt581,2025-12-30,9,STORE-41,North Dakota,pos_system,145.0,95.0,Leachhaven,2026-01-18,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
320,SKU-pt581,2025-12-30,9,STORE-41,North Dakota,pos_system,165.0,443.0,Ronaldport,2026-01-14,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
329,SKU-pt581,2025-12-31,3,STORE-32,Iowa,pos_system,23.0,196.0,South Shannon,2026-01-15,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
329,SKU-pt581,2025-12-31,3,STORE-32,Iowa,pos_system,48.0,423.0,Watsonhaven,2026-01-12,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
329,SKU-pt581,2025-12-31,3,STORE-32,Iowa,pos_system,139.0,280.0,Port Valerieville,2026-01-12,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
329,SKU-pt581,2025-12-31,3,STORE-32,Iowa,pos_system,145.0,95.0,Leachhaven,2026-01-18,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
329,SKU-pt581,2025-12-31,3,STORE-32,Iowa,pos_system,165.0,443.0,Ronaldport,2026-01-14,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
334,SKU-pt581,2026-01-05,6,STORE-16,Oregon,pos_system,23.0,196.0,South Shannon,2026-01-15,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
334,SKU-pt581,2026-01-05,6,STORE-16,Oregon,pos_system,48.0,423.0,Watsonhaven,2026-01-12,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
334,SKU-pt581,2026-01-05,6,STORE-16,Oregon,pos_system,139.0,280.0,Port Valerieville,2026-01-12,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
334,SKU-pt581,2026-01-05,6,STORE-16,Oregon,pos_system,145.0,95.0,Leachhaven,2026-01-18,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
334,SKU-pt581,2026-01-05,6,STORE-16,Oregon,pos_system,165.0,443.0,Ronaldport,2026-01-14,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
415,SKU-pt581,2026-01-15,1,STORE-21,Montana,pos_system,23.0,196.0,South Shannon,2026-01-15,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
415,SKU-pt581,2026-01-15,1,STORE-21,Montana,pos_system,48.0,423.0,Watsonhaven,2026-01-12,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
415,SKU-pt581,2026-01-15,1,STORE-21,Montana,pos_system,139.0,280.0,Port Valerieville,2026-01-12,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
415,SKU-pt581,2026-01-15,1,STORE-21,Montana,pos_system,145.0,95.0,Leachhaven,2026-01-18,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
415,SKU-pt581,2026-01-15,1,STORE-21,Montana,pos_system,165.0,443.0,Ronaldport,2026-01-14,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
487,SKU-pt581,2026-01-07,11,STORE-18,Delaware,pos_system,23.0,196.0,South Shannon,2026-01-15,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
487,SKU-pt581,2026-01-07,11,STORE-18,Delaware,pos_system,48.0,423.0,Watsonhaven,2026-01-12,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
487,SKU-pt581,2026-01-07,11,STORE-18,Delaware,pos_system,139.0,280.0,Port Valerieville,2026-01-12,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
487,SKU-pt581,2026-01-07,11,STORE-18,Delaware,pos_system,145.0,95.0,Leachhaven,2026-01-18,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
487,SKU-pt581,2026-01-07,11,STORE-18,Delaware,pos_system,165.0,443.0,Ronaldport,2026-01-14,inventory_system,1,2026-06-01,397.47,264.05,133.42,finance_system,2026-01-19 00:35:43.178893
42,SKU-Mr270,2026-01-04,14,STORE-10,Alabama,pos_system,197.0,91.0,Jamesview,2026-01-18,inventory_system,2,2026-04-28,1003.82,665.82,338.0,finance_system,2026-01-19 00:35:43.178893
87,SKU-Mr270,2026-01-03,14,STORE-35,Rhode Island,pos_system,197.0,91.0,Jamesview,2026-01-18,inventory_system,2,2026-04-28,1003.82,665.82,338.0,finance_system,2026-01-19 00:35:43.178893
146,SKU-Mr270,2026-01-09,7,STORE-5,Florida,pos_system,197.0,91.0,Jamesview,2026-01-18,inventory_system,2,2026-04-28,1003.82,665.82,338.0,finance_system,2026-01-19 00:35:43.178893
170,SKU-Mr270,2025-12-28,4,STORE-38,Washington,pos_system,197.0,91.0,Jamesview,2026-01-18,inventory_system,2,2026-04-28,1003.82,665.82,338.0,finance_system,2026-01-19 00:35:43.178893
219,SKU-Mr270,2026-01-17,3,STORE-11,Wisconsin,pos_system,197.0,91.0,Jamesview,2026-01-18,inventory_system,2,2026-04-28,1003.82,665.82,338.0,finance_system,2026-01-19 00:35:43.178893
282,SKU-Mr270,2026-01-07,15,STORE-30,South Dakota,pos_system,197.0,91.0,Jamesview,2026-01-18,inventory_system,2,2026-04-28,1003.82,665.82,338.0,finance_system,2026-01-19 00:35:43.178893
358,SKU-Mr270,2025-12-23,7,STORE-12,Maine,pos_system,197.0,91.0,Jamesview,2026-01-18,inventory_system,2,2026-04-28,1003.82,665.82,338.0,finance_system,2026-01-19 00:35:43.178893
375,SKU-Mr270,2026-01-02,5,STORE-10,New Mexico,pos_system,197.0,91.0,Jamesview,2026-01-18,inventory_system,2,2026-04-28,1003.82,665.82,338.0,finance_system,2026-01-19 00:35:43.178893
414,SKU-Mr270,2025-12-26,13,STORE-48,Iowa,pos_system,197.0,91.0,Jamesview,2026-01-18,inventory_system,2,2026-04-28,1003.82,665.82,338.0,finance_system,2026-01-19 00:35:43.178893
439,SKU-Mr270,2026-01-04,13,STORE-8,Oregon,pos_system,197.0,91.0,Jamesview,2026-01-18,inventory_system,2,2026-04-28,1003.82,665.82,338.0,finance_system,2026-01-19 00:35:43.178893
442,SKU-Mr270,2026-01-11,8,STORE-4,Wyoming,pos_system,197.0,91.0,Jamesview,2026-01-18,inventory_system,2,2026-04-28,1003.82,665.82,338.0,finance_system,2026-01-19 00:35:43.178893
50,SKU-un952,2025-12-30,3,STORE-17,Maryland,pos_system,9.0,476.0,Josephburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
50,SKU-un952,2025-12-30,3,STORE-17,Maryland,pos_system,150.0,53.0,Tapiaburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
50,SKU-un952,2025-12-30,3,STORE-17,Maryland,pos_system,172.0,341.0,Robertomouth,2026-01-14,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
69,SKU-un952,2026-01-05,14,STORE-28,Oregon,pos_system,9.0,476.0,Josephburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
69,SKU-un952,2026-01-05,14,STORE-28,Oregon,pos_system,150.0,53.0,Tapiaburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
69,SKU-un952,2026-01-05,14,STORE-28,Oregon,pos_system,172.0,341.0,Robertomouth,2026-01-14,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
149,SKU-un952,2026-01-01,4,STORE-46,Florida,pos_system,9.0,476.0,Josephburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
149,SKU-un952,2026-01-01,4,STORE-46,Florida,pos_system,150.0,53.0,Tapiaburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
149,SKU-un952,2026-01-01,4,STORE-46,Florida,pos_system,172.0,341.0,Robertomouth,2026-01-14,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
214,SKU-un952,2025-12-21,10,STORE-40,New Hampshire,pos_system,9.0,476.0,Josephburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
214,SKU-un952,2025-12-21,10,STORE-40,New Hampshire,pos_system,150.0,53.0,Tapiaburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
214,SKU-un952,2025-12-21,10,STORE-40,New Hampshire,pos_system,172.0,341.0,Robertomouth,2026-01-14,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
225,SKU-un952,2026-01-07,7,STORE-25,Mississippi,pos_system,9.0,476.0,Josephburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
225,SKU-un952,2026-01-07,7,STORE-25,Mississippi,pos_system,150.0,53.0,Tapiaburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
225,SKU-un952,2026-01-07,7,STORE-25,Mississippi,pos_system,172.0,341.0,Robertomouth,2026-01-14,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
229,SKU-un952,2025-12-27,8,STORE-36,Illinois,pos_system,9.0,476.0,Josephburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
229,SKU-un952,2025-12-27,8,STORE-36,Illinois,pos_system,150.0,53.0,Tapiaburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
229,SKU-un952,2025-12-27,8,STORE-36,Illinois,pos_system,172.0,341.0,Robertomouth,2026-01-14,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
246,SKU-un952,2025-12-28,11,STORE-1,Wisconsin,pos_system,9.0,476.0,Josephburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
246,SKU-un952,2025-12-28,11,STORE-1,Wisconsin,pos_system,150.0,53.0,Tapiaburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
246,SKU-un952,2025-12-28,11,STORE-1,Wisconsin,pos_system,172.0,341.0,Robertomouth,2026-01-14,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
323,SKU-un952,2026-01-03,4,STORE-44,Vermont,pos_system,9.0,476.0,Josephburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
323,SKU-un952,2026-01-03,4,STORE-44,Vermont,pos_system,150.0,53.0,Tapiaburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
323,SKU-un952,2026-01-03,4,STORE-44,Vermont,pos_system,172.0,341.0,Robertomouth,2026-01-14,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
325,SKU-un952,2026-01-14,12,STORE-6,Massachusetts,pos_system,9.0,476.0,Josephburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
325,SKU-un952,2026-01-14,12,STORE-6,Massachusetts,pos_system,150.0,53.0,Tapiaburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
325,SKU-un952,2026-01-14,12,STORE-6,Massachusetts,pos_system,172.0,341.0,Robertomouth,2026-01-14,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
326,SKU-un952,2025-12-29,6,STORE-34,New York,pos_system,9.0,476.0,Josephburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
326,SKU-un952,2025-12-29,6,STORE-34,New York,pos_system,150.0,53.0,Tapiaburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
326,SKU-un952,2025-12-29,6,STORE-34,New York,pos_system,172.0,341.0,Robertomouth,2026-01-14,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
343,SKU-un952,2025-12-26,5,STORE-42,Tennessee,pos_system,9.0,476.0,Josephburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
343,SKU-un952,2025-12-26,5,STORE-42,Tennessee,pos_system,150.0,53.0,Tapiaburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
343,SKU-un952,2025-12-26,5,STORE-42,Tennessee,pos_system,172.0,341.0,Robertomouth,2026-01-14,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
354,SKU-un952,2025-12-22,4,STORE-14,Louisiana,pos_system,9.0,476.0,Josephburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
354,SKU-un952,2025-12-22,4,STORE-14,Louisiana,pos_system,150.0,53.0,Tapiaburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
354,SKU-un952,2025-12-22,4,STORE-14,Louisiana,pos_system,172.0,341.0,Robertomouth,2026-01-14,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
364,SKU-un952,2026-01-08,3,STORE-40,Illinois,pos_system,9.0,476.0,Josephburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
364,SKU-un952,2026-01-08,3,STORE-40,Illinois,pos_system,150.0,53.0,Tapiaburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
364,SKU-un952,2026-01-08,3,STORE-40,Illinois,pos_system,172.0,341.0,Robertomouth,2026-01-14,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893
50,SKU-un952,2025-12-30,3,STORE-17,Maryland,pos_system,9.0,476.0,Josephburgh,2026-01-15,inventory_system,4,2026-07-15,2875.57,1797.22,1078.35,finance_system,2026-01-19 00:35:43.178893
50,SKU-un952,2025-12-30,3,STORE-17,Maryland,pos_system,150.0,53.0,Tapiaburgh,2026-01-15,inventory_system,4,2026-07-15,2875.57,1797.22,1078.35,finance_system,2026-01-19 00:35:43.178893
50,SKU-un952,2025-12-30,3,STORE-17,Maryland,pos_system,172.0,341.0,Robertomouth,2026-01-14,inventory_system,4,2026-07-15,2875.57,1797.22,1078.35,finance_system,2026-01-19 00:35:43.178893
69,SKU-un952,2026-01-05,14,STORE-28,Oregon,pos_system,9.0,476.0,Josephburgh,2026-01-15,inventory_system,4,2026-07-15,2875.57,1797.22,1078.35,finance_system,2026-01-19 00:35:43.178893
69,SKU-un952,2026-01-05,14,STORE-28,Oregon,pos_system,150.0,53.0,Tapiaburgh,2026-01-15,inventory_system,4,2026-07-15,2875.57,1797.22,1078.35,finance_system,2026-01-19 00:35:43.178893
69,SKU-un952,2026-01-05,14,STORE-28,Oregon,pos_system,172.0,341.0,Robertomouth,2026-01-14,inventory_system,4,2026-07-15,2875.57,1797.22,1078.35,finance_system,2026-01-19 00:35:43.178893
149,SKU-un952,2026-01-01,4,STORE-46,Florida,pos_system,9.0,476.0,Josephburgh,2026-01-15,inventory_system,4,2026-07-15,2875.57,1797.22,1078.35,finance_system,2026-01-19 00:35:43.178893
149,SKU-un952,2026-01-01,4,STORE-46,Florida,pos_system,150.0,53.0,Tapiaburgh,2026-01-15,inventory_system,4,2026-07-15,2875.57,1797.22,1078.35,finance_system,2026-01-19 00:35:43.178893
149,SKU-un952,2026-01-01,4,STORE-46,Florida,pos_system,172.0,341.0,Robertomouth,2026-01-14,inventory_system,4,2026-07-15,2875.57,1797.22,1078.35,finance_system,2026-01-19 00:35:43.178893
