pos_txn_id,sku_id,txn_date,sales_qty,store_id,region,source_x,inventory_id,inventory_qty,warehouse,last_updated,source_y,finance_id,posting_date,revenue,cost,margin,source,record_insert_ts,sales_inventory_ratio,margin_pct,signal_type,severity,signal_reason,ai_adjusted_severity,ai_explanation,signal_id,gold_insert_ts
246,SKU-un952,2025-12-28,11,STORE-1,Wisconsin,pos_system,9.0,476.0,Josephburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893,0.023109243697478993,0.34750949257093583,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,26d71ba844867eac3b1abe9c004bd8ba,2026-01-18 19:05:59.593706
323,SKU-un952,2026-01-03,4,STORE-44,Vermont,pos_system,9.0,476.0,Josephburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893,0.008403361344537815,0.34750949257093583,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,6e343794798dbfc385bf43e2a7b231c9,2026-01-18 19:05:59.593706
325,SKU-un952,2026-01-14,12,STORE-6,Massachusetts,pos_system,9.0,476.0,Josephburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893,0.025210084033613446,0.34750949257093583,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,1123713bb38f6cc583ef3800a9c6c8b2,2026-01-18 19:05:59.593706
326,SKU-un952,2025-12-29,6,STORE-34,New York,pos_system,9.0,476.0,Josephburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893,0.012605042016806723,0.34750949257093583,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,a8f0b5dbd0d230922182b006a97de0fa,2026-01-18 19:05:59.593706
343,SKU-un952,2025-12-26,5,STORE-42,Tennessee,pos_system,9.0,476.0,Josephburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893,0.01050420168067227,0.34750949257093583,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,5030565bf337aa7c127ab4128f5e3f09,2026-01-18 19:05:59.593706
354,SKU-un952,2025-12-22,4,STORE-14,Louisiana,pos_system,9.0,476.0,Josephburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893,0.008403361344537815,0.34750949257093583,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,aa34a63dcfa544d3d1282d63bec3a269,2026-01-18 19:05:59.593706
364,SKU-un952,2026-01-08,3,STORE-40,Illinois,pos_system,9.0,476.0,Josephburgh,2026-01-15,inventory_system,3,2026-04-02,2272.83,1483.0,789.83,finance_system,2026-01-19 00:35:43.178893,0.0063025210084033615,0.34750949257093583,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,795777e0c56a2156f577e14094a265d3,2026-01-18 19:05:59.593706
40,SKU-eq693,2025-12-28,5,STORE-21,Texas,pos_system,195.0,206.0,Nguyenfurt,2026-01-14,inventory_system,5,2026-05-03,3425.85,2421.77,1004.08,finance_system,2026-01-19 00:35:43.178893,0.024271844660194174,0.2930893063035451,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,30b00b58567b7e9442b5781a99b95a6f,2026-01-18 19:05:59.593706
44,SKU-eq693,2026-01-05,15,STORE-15,Oregon,pos_system,195.0,206.0,Nguyenfurt,2026-01-14,inventory_system,5,2026-05-03,3425.85,2421.77,1004.08,finance_system,2026-01-19 00:35:43.178893,0.07281553398058252,0.2930893063035451,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,e5180df608c74887f97c03021904b168,2026-01-18 19:05:59.593706
49,SKU-eq693,2026-01-09,2,STORE-30,Missouri,pos_system,195.0,206.0,Nguyenfurt,2026-01-14,inventory_system,5,2026-05-03,3425.85,2421.77,1004.08,finance_system,2026-01-19 00:35:43.178893,0.009708737864077669,0.2930893063035451,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,c832ba1520c3bd7202f9c0be750f853e,2026-01-18 19:05:59.593706
124,SKU-eq693,2026-01-17,13,STORE-14,South Dakota,pos_system,195.0,206.0,Nguyenfurt,2026-01-14,inventory_system,5,2026-05-03,3425.85,2421.77,1004.08,finance_system,2026-01-19 00:35:43.178893,0.06310679611650485,0.2930893063035451,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,17d8b8b7855648f54502f8b620ed3ead,2026-01-18 19:05:59.593706
150,SKU-eq693,2025-12-25,9,STORE-39,Arizona,pos_system,195.0,206.0,Nguyenfurt,2026-01-14,inventory_system,5,2026-05-03,3425.85,2421.77,1004.08,finance_system,2026-01-19 00:35:43.178893,0.043689320388349516,0.2930893063035451,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,2f4d843b98e39dbb4097cbf5e0d416b1,2026-01-18 19:05:59.593706
158,SKU-eq693,2025-12-25,7,STORE-29,Louisiana,pos_system,195.0,206.0,Nguyenfurt,2026-01-14,inventory_system,5,2026-05-03,3425.85,2421.77,1004.08,finance_system,2026-01-19 00:35:43.178893,0.03398058252427184,0.2930893063035451,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,fa63916a4461a5fd01f2c596a9f5e848,2026-01-18 19:05:59.593706
245,SKU-eq693,2026-01-14,11,STORE-26,Indiana,pos_system,195.0,206.0,Nguyenfurt,2026-01-14,inventory_system,5,2026-05-03,3425.85,2421.77,1004.08,finance_system,2026-01-19 00:35:43.178893,0.05339805825242718,0.2930893063035451,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,832af62e92f4b320c84f2be22060087e,2026-01-18 19:05:59.593706
281,SKU-eq693,2025-12-20,5,STORE-42,New Mexico,pos_system,195.0,206.0,Nguyenfurt,2026-01-14,inventory_system,5,2026-05-03,3425.85,2421.77,1004.08,finance_system,2026-01-19 00:35:43.178893,0.024271844660194174,0.2930893063035451,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,0f0ddb2b1d18f6f2dbf8b7816fe00d9b,2026-01-18 19:05:59.593706
298,SKU-eq693,2025-12-20,15,STORE-32,Arizona,pos_system,195.0,206.0,Nguyenfurt,2026-01-14,inventory_system,5,2026-05-03,3425.85,2421.77,1004.08,finance_system,2026-01-19 00:35:43.178893,0.07281553398058252,0.2930893063035451,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,b0ccc98f72587d13b143af7603e4ae32,2026-01-18 19:05:59.593706
369,SKU-eq693,2026-01-06,7,STORE-41,South Dakota,pos_system,195.0,206.0,Nguyenfurt,2026-01-14,inventory_system,5,2026-05-03,3425.85,2421.77,1004.08,finance_system,2026-01-19 00:35:43.178893,0.03398058252427184,0.2930893063035451,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,d6f2125c49c5a28b60f9799de29ac533,2026-01-18 19:05:59.593706
12,SKU-oI027,2025-12-20,3,STORE-4,New York,pos_system,39.0,5.0,Duartehaven,2026-01-15,inventory_system,6,2026-04-01,4326.97,3542.56,784.41,finance_system,2026-01-19 00:35:43.178893,0.6,0.18128390074347636,LOW_INVENTORY_RISK,3,Inventory critically low,3,Rule-based severity applied,c9f50c8577ea34106daa9c4740d63c82,2026-01-18 19:05:59.593706
22,SKU-oI027,2026-01-08,7,STORE-38,New Jersey,pos_system,68.0,285.0,New Lisafort,2026-01-16,inventory_system,6,2026-04-01,4326.97,3542.56,784.41,finance_system,2026-01-19 00:35:43.178893,0.02456140350877193,0.18128390074347636,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,7f02b50a367f028b9d1b590d1ff1c257,2026-01-18 19:05:59.593706
181,SKU-oI027,2026-01-10,6,STORE-48,Alabama,pos_system,68.0,285.0,New Lisafort,2026-01-16,inventory_system,6,2026-04-01,4326.97,3542.56,784.41,finance_system,2026-01-19 00:35:43.178893,0.021052631578947368,0.18128390074347636,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,119f44bc58c195ae286c8c7ad024ae38,2026-01-18 19:05:59.593706
256,SKU-oI027,2026-01-07,5,STORE-50,Oklahoma,pos_system,39.0,5.0,Duartehaven,2026-01-15,inventory_system,6,2026-04-01,4326.97,3542.56,784.41,finance_system,2026-01-19 00:35:43.178893,1.0,0.18128390074347636,HIGH_SALES_VELOCITY_LOW_INVENTORY,3,Sales velocity very high with critically low inventory,3,Rule-based severity applied,0a042c3cff9d0ada29968c206d0f4b92,2026-01-18 19:05:59.593706
268,SKU-oI027,2026-01-18,4,STORE-1,Oregon,pos_system,39.0,5.0,Duartehaven,2026-01-15,inventory_system,6,2026-04-01,4326.97,3542.56,784.41,finance_system,2026-01-19 00:35:43.178893,0.8,0.18128390074347636,HIGH_SALES_VELOCITY_LOW_INVENTORY,3,Sales velocity very high with critically low inventory,3,Rule-based severity applied,151951996316fca2d6cf74e858dae0f5,2026-01-18 19:05:59.593706
274,SKU-oI027,2025-12-29,11,STORE-30,Nebraska,pos_system,68.0,285.0,New Lisafort,2026-01-16,inventory_system,6,2026-04-01,4326.97,3542.56,784.41,finance_system,2026-01-19 00:35:43.178893,0.03859649122807018,0.18128390074347636,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,77c451309746b970de0065b86f1ada4c,2026-01-18 19:05:59.593706
346,SKU-oI027,2026-01-11,15,STORE-3,Maryland,pos_system,68.0,285.0,New Lisafort,2026-01-16,inventory_system,6,2026-04-01,4326.97,3542.56,784.41,finance_system,2026-01-19 00:35:43.178893,0.05263157894736842,0.18128390074347636,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,1d157527b887378a39c6275f5c1d6ff0,2026-01-18 19:05:59.593706
385,SKU-oI027,2025-12-27,5,STORE-18,North Dakota,pos_system,39.0,5.0,Duartehaven,2026-01-15,inventory_system,6,2026-04-01,4326.97,3542.56,784.41,finance_system,2026-01-19 00:35:43.178893,1.0,0.18128390074347636,HIGH_SALES_VELOCITY_LOW_INVENTORY,3,Sales velocity very high with critically low inventory,3,Rule-based severity applied,9d6ef12a11bd4dac0528cad6056fdd2a,2026-01-18 19:05:59.593706
387,SKU-oI027,2026-01-03,1,STORE-45,Indiana,pos_system,39.0,5.0,Duartehaven,2026-01-15,inventory_system,6,2026-04-01,4326.97,3542.56,784.41,finance_system,2026-01-19 00:35:43.178893,0.2,0.18128390074347636,LOW_INVENTORY_RISK,3,Inventory critically low,3,Rule-based severity applied,ff676c8b6fffe4079419f35fedeb168a,2026-01-18 19:05:59.593706
452,SKU-oI027,2026-01-07,12,STORE-31,Maine,pos_system,68.0,285.0,New Lisafort,2026-01-16,inventory_system,6,2026-04-01,4326.97,3542.56,784.41,finance_system,2026-01-19 00:35:43.178893,0.042105263157894736,0.18128390074347636,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,573f9f248221cf8c85277877095924a6,2026-01-18 19:05:59.593706
454,SKU-oI027,2026-01-06,11,STORE-12,Oregon,pos_system,68.0,285.0,New Lisafort,2026-01-16,inventory_system,6,2026-04-01,4326.97,3542.56,784.41,finance_system,2026-01-19 00:35:43.178893,0.03859649122807018,0.18128390074347636,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,5cc744d1f351d33ed5d22cd07a4643d1,2026-01-18 19:05:59.593706
456,SKU-oI027,2025-12-26,5,STORE-17,Missouri,pos_system,39.0,5.0,Duartehaven,2026-01-15,inventory_system,6,2026-04-01,4326.97,3542.56,784.41,finance_system,2026-01-19 00:35:43.178893,1.0,0.18128390074347636,HIGH_SALES_VELOCITY_LOW_INVENTORY,3,Sales velocity very high with critically low inventory,3,Rule-based severity applied,a68dea9c5195a75a10d899dd2c33ac65,2026-01-18 19:05:59.593706
492,SKU-oI027,2026-01-13,8,STORE-2,Oklahoma,pos_system,68.0,285.0,New Lisafort,2026-01-16,inventory_system,6,2026-04-01,4326.97,3542.56,784.41,finance_system,2026-01-19 00:35:43.178893,0.028070175438596492,0.18128390074347636,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,b42dd8d0be4194eb98c0540ffd9bd298,2026-01-18 19:05:59.593706
52,SKU-iI694,2025-12-22,6,STORE-9,Colorado,pos_system,13.0,483.0,Katherinechester,2026-01-13,inventory_system,8,2026-01-05,4294.81,3369.65,925.16,finance_system,2026-01-19 00:35:43.178893,0.012422360248447204,0.2154134874418193,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,8ff8d12f1e1cc4835ffcb10e40535b2c,2026-01-18 19:05:59.593706
76,SKU-iI694,2025-12-26,12,STORE-29,North Carolina,pos_system,13.0,483.0,Katherinechester,2026-01-13,inventory_system,8,2026-01-05,4294.81,3369.65,925.16,finance_system,2026-01-19 00:35:43.178893,0.024844720496894408,0.2154134874418193,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,6a717aeb3b77bc90e2a3b6d0a7b6be98,2026-01-18 19:05:59.593706
186,SKU-iI694,2025-12-22,9,STORE-14,Rhode Island,pos_system,13.0,483.0,Katherinechester,2026-01-13,inventory_system,8,2026-01-05,4294.81,3369.65,925.16,finance_system,2026-01-19 00:35:43.178893,0.018633540372670808,0.2154134874418193,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,cfd09e405253480672bdc1610bc1bf10,2026-01-18 19:05:59.593706
322,SKU-iI694,2025-12-20,9,STORE-5,New Jersey,pos_system,13.0,483.0,Katherinechester,2026-01-13,inventory_system,8,2026-01-05,4294.81,3369.65,925.16,finance_system,2026-01-19 00:35:43.178893,0.018633540372670808,0.2154134874418193,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,5abd30d83364d7c686758678f9063147,2026-01-18 19:05:59.593706
359,SKU-iI694,2026-01-09,14,STORE-8,Connecticut,pos_system,13.0,483.0,Katherinechester,2026-01-13,inventory_system,8,2026-01-05,4294.81,3369.65,925.16,finance_system,2026-01-19 00:35:43.178893,0.028985507246376812,0.2154134874418193,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,962463ad2691c8b36a186c04f8cc2557,2026-01-18 19:05:59.593706
411,SKU-iI694,2025-12-28,3,STORE-26,Missouri,pos_system,13.0,483.0,Katherinechester,2026-01-13,inventory_system,8,2026-01-05,4294.81,3369.65,925.16,finance_system,2026-01-19 00:35:43.178893,0.006211180124223602,0.2154134874418193,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,03cd6df6b88fe05af24462654631c46f,2026-01-18 19:05:59.593706
477,SKU-iI694,2026-01-10,14,STORE-44,North Dakota,pos_system,13.0,483.0,Katherinechester,2026-01-13,inventory_system,8,2026-01-05,4294.81,3369.65,925.16,finance_system,2026-01-19 00:35:43.178893,0.028985507246376812,0.2154134874418193,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,973ca97e9f545cdfeaa5a0d0678693fa,2026-01-18 19:05:59.593706
482,SKU-iI694,2026-01-13,15,STORE-49,New Hampshire,pos_system,13.0,483.0,Katherinechester,2026-01-13,inventory_system,8,2026-01-05,4294.81,3369.65,925.16,finance_system,2026-01-19 00:35:43.178893,0.031055900621118012,0.2154134874418193,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,f60865621186541e7c406541499fdab1,2026-01-18 19:05:59.593706
489,SKU-iI694,2026-01-09,2,STORE-33,Alaska,pos_system,13.0,483.0,Katherinechester,2026-01-13,inventory_system,8,2026-01-05,4294.81,3369.65,925.16,finance_system,2026-01-19 00:35:43.178893,0.004140786749482402,0.2154134874418193,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,71e35fc9355d6b4e3c3f9d7d29764fcd,2026-01-18 19:05:59.593706
